date,close,volume,total_bids,cover_ratio
2020-09-14,28.66,3952000,7069500,1.789
2020-09-15,29.99,3952000,5691500,1.44
2020-09-17,29.1,3952000,6195500,1.568
2020-09-18,28.36,2593000,4171500,1.609
2020-09-21,27.12,3952000,5330000,1.349
2020-09-22,26.75,3952000,6674500,1.689
2020-09-23,27.31,6398500,9460500,1.479
2020-09-24,26.28,3952000,6038000,1.528
2020-09-25,26.2,2593000,5050000,1.948
2020-09-28,26.28,3952000,6042500,1.529
2020-09-29,27.09,3952000,6259500,1.584
2020-10-01,26.41,3952000,6282000,1.59
2020-10-02,26.11,2593000,5749000,2.217
2020-10-05,26.79,3952000,6730000,1.703
2020-10-06,26.68,3952000,7095500,1.795
2020-10-07,27.43,6398500,9494500,1.484
2020-10-08,26.4,3952000,7075000,1.79
2020-10-09,26.0,2593000,5380000,2.075
2020-10-12,25.54,3952000,7421000,1.878
2020-10-13,25.3,3952000,6552500,1.658
2020-10-15,25.15,3952000,7146500,1.808
2020-10-16,25.46,2593000,5214500,2.011
2020-10-19,24.85,3952000,5951000,1.506
2020-10-20,24.44,3952000,5763500,1.458
2020-10-21,23.96,6398500,8018000,1.253
2020-10-22,23.6,3952000,6648500,1.682
2020-10-23,24.92,2593000,3257500,1.256
2020-10-26,24.33,3952000,6279000,1.589
2020-10-27,23.55,3952000,5633000,1.425
2020-10-29,23.07,3951500,6197000,1.568
2020-10-30,23.45,2593000,3953000,1.524
2020-11-02,23.02,3951500,6743500,1.707
2020-11-03,24.4,3951500,6515000,1.649
2020-11-04,23.99,6398500,9626500,1.504
2020-11-05,25.55,3951500,7277000,1.842
2020-11-06,25.2,2593000,6322500,2.438
2020-11-09,25.41,3951500,5359500,1.356
2020-11-10,26.47,3951500,6337000,1.604
2020-11-12,25.9,3951500,6111500,1.547
2020-11-13,26.31,2593000,4218000,1.627
2020-11-16,26.67,3951500,5799500,1.468
2020-11-17,27.12,3951500,5871000,1.486
2020-11-18,27.42,6398500,8631000,1.349
2020-11-19,26.72,3951500,5548000,1.404
2020-11-20,26.8,2593000,7079000,2.73
2020-11-23,27.25,3951500,6090000,1.541
2020-11-24,26.97,3951500,5933500,1.502
2020-11-26,27.77,3951500,6075000,1.537
2020-11-27,28.23,2593000,4269500,1.647
2020-11-30,28.82,3951500,6265000,1.585
2020-12-01,29.24,3951500,5357000,1.356
2020-12-02,28.9,6398500,9157500,1.431
2020-12-03,29.1,3951500,5509500,1.394
2020-12-04,30.0,2593000,4164000,1.606
2020-12-07,29.49,3951500,5814500,1.471
2020-12-08,29.69,3951500,6804000,1.722
2020-12-10,30.04,3951500,5872500,1.486
2020-12-11,30.45,2598500,4595500,1.769
2020-12-14,30.92,3959500,7125500,1.8
2021-01-29,33.51,2651000,4208000,1.587
2021-02-01,32.66,3288500,4779500,1.453
2021-02-02,33.2,3288500,5228500,1.59
2021-02-03,38.0,2575000,4907000,1.906
2021-02-04,36.51,3288500,4537000,1.38
2021-02-05,37.61,2651000,4492000,1.694
2021-02-08,38.62,3288500,5255000,1.598
2021-02-09,37.58,3288500,4716000,1.434
2021-02-10,37.7,2575000,4604000,1.788
2021-02-11,39.62,3288500,6223000,1.892
2021-02-12,37.8,2651000,5535500,2.088
2021-02-15,39.82,3288500,6524000,1.984
2021-02-16,40.19,3288500,5995500,1.823
2021-02-17,38.42,2575000,4700000,1.825
2021-02-18,38.01,3288500,5296000,1.61
2021-02-19,38.36,2651000,5030500,1.898
2021-02-22,36.84,3288500,5522500,1.679
2021-02-23,37.5,3288500,6132500,1.865
2021-02-24,38.42,2575000,5044500,1.959
2021-02-25,38.88,3288500,6563000,1.996
2021-02-26,37.51,2651000,4850500,1.83
2021-03-01,37.66,3288500,6185500,1.881
2021-03-02,37.25,3288500,5143000,1.564
2021-03-03,37.56,2575000,4712500,1.83
2021-03-04,36.9,3288500,5911000,1.797
2021-03-05,38.08,2651000,4160500,1.569
2021-03-08,38.41,3288500,5138500,1.563
2021-03-09,39.4,3288500,6514000,1.981
2021-03-10,41.0,2575000,5207500,2.022
2021-03-11,40.92,3288500,5497000,1.672
2021-03-12,41.52,2651000,5421000,2.045
2021-03-15,42.84,3288500,5465500,1.662
2021-03-16,41.92,3288500,5594000,1.701
2021-03-17,41.52,2575000,4365500,1.695
2021-03-18,43.35,3288500,6316000,1.921
2021-03-19,41.91,2651000,3819000,1.441
2021-03-22,41.8,3288500,5581500,1.697
2021-03-23,41.77,3288500,5449000,1.657
2021-03-24,40.94,2575000,5004000,1.943
2021-03-25,40.69,3290000,5275000,1.603
2021-03-26,40.86,2651000,4354000,1.642
2021-03-29,40.71,3288500,5112500,1.555
2021-03-30,42.25,3288500,5217500,1.587
2021-03-31,42.26,2575000,3445500,1.338
2021-04-01,42.04,3288500,4771500,1.451
2021-04-06,43.05,3288500,6185500,1.881
2021-04-07,43.63,2575000,4587000,1.781
2021-04-08,43.45,3288500,6080500,1.849
2021-04-09,43.18,2651000,4128000,1.557
2021-04-12,43.86,3288500,6103000,1.856
2021-04-13,44.1,3288500,5041500,1.533
2021-04-14,43.9,2575000,4830500,1.876
2021-04-15,43.99,3288500,5207000,1.583
2021-04-16,44.5,2651000,4618500,1.742
2021-04-19,44.66,3288500,4902000,1.491
2021-04-20,44.2,3288500,5574500,1.695
2021-04-21,44.85,2575000,3682000,1.43
2021-04-22,46.6,3288500,5532000,1.682
2021-04-23,46.41,2651000,3812500,1.438
2021-04-26,47.24,3288500,4550500,1.384
2021-04-27,46.55,3288500,5013500,1.525
2021-04-28,48.0,2575000,3797500,1.475
2021-04-29,47.25,3288500,5239500,1.593
2021-04-30,47.68,2651000,4435000,1.673
2021-05-04,49.33,3288500,4671500,1.421
2021-05-05,48.62,2575000,4005500,1.556
2021-05-06,49.45,3288500,5242000,1.594
2021-05-07,49.46,2651000,5248500,1.98
2021-05-10,51.81,3288500,5830000,1.773
2021-05-11,51.59,3288500,5115000,1.555
2021-05-12,53.95,2575000,5072500,1.97
2021-05-17,55.57,3288500,4915500,1.495
2021-05-18,55.53,3288500,4820500,1.466
2021-05-19,52.12,2575000,4200000,1.631
2021-05-20,50.84,3288500,4323500,1.315
2021-05-21,52.71,2651000,4421000,1.668
2021-05-25,53.09,3288500,4068000,1.237
2021-05-26,54.07,2575000,4608500,1.79
2021-05-27,52.11,3288500,4850000,1.475
2021-05-28,51.08,2651000,4312500,1.627
2021-06-01,52.58,3288500,4139500,1.259
2021-06-02,51.5,2575000,3932000,1.527
2021-06-03,51.9,3288500,5760500,1.752
2021-06-04,49.55,2651000,4481500,1.69
2021-06-07,48.56,3288500,5564000,1.692
2021-06-08,52.03,3288500,4174500,1.269
2021-06-09,53.7,2575000,4263000,1.656
2021-06-10,53.3,3288500,4777500,1.453
2021-06-11,53.12,2651000,4255000,1.605
2021-06-14,53.6,3288500,5661000,1.721
2021-06-15,51.18,3288500,4365500,1.328
2021-06-16,50.83,2575000,3636500,1.412
2021-06-17,50.84,3288500,4528500,1.377
2021-06-18,51.51,2651000,3749000,1.414
2021-06-21,52.09,3288500,4850500,1.475
2021-06-22,52.97,3288500,4365500,1.328
2021-06-23,53.62,2575000,3500000,1.359
2021-06-24,54.85,3288500,4999000,1.52
2021-06-25,55.69,2651000,5054000,1.906
2021-06-28,55.06,3288500,4190000,1.274
2021-06-29,55.39,3290000,4338500,1.319
2021-06-30,55.57,2575000,3242000,1.259
2021-07-01,58.01,3288500,4736000,1.44
2021-07-02,57.11,2651000,3735000,1.409
2021-07-05,57.91,3288500,4306000,1.309
2021-07-06,57.15,3288500,4737500,1.441
2021-07-07,53.98,2575000,4149500,1.611
2021-07-08,51.09,3288500,5067500,1.541
2021-07-09,53.85,2651000,4170000,1.573
2021-07-12,52.5,3288500,6396000,1.945
2021-07-13,52.44,3288500,5136000,1.562
2021-07-14,52.0,2575000,4064500,1.578
2021-07-15,52.28,3288500,4689000,1.426
2021-07-16,53.33,2651000,3771500,1.423
2021-07-19,53.55,3288500,4716500,1.434
2021-07-20,51.74,3288500,3526000,1.072
2021-07-21,51.7,2575000,3943500,1.531
2021-07-22,51.44,3288500,4444000,1.351
2021-07-23,50.13,2651000,3792500,1.431
2021-07-26,51.79,3288500,5401500,1.643
2021-07-27,52.8,3288500,4117500,1.252
2021-07-28,53.45,2575000,4487500,1.743
2021-07-29,54.02,3288500,4752500,1.445
2021-07-30,53.0,2651000,4045000,1.526
2021-08-02,54.6,1644500,2971500,1.807
2021-08-03,54.17,1644500,5322500,3.237
2021-08-04,55.0,1287500,4650000,3.612
2021-08-05,54.84,1644500,3904500,2.374
2021-08-06,56.72,1325500,2961000,2.234
2021-08-09,56.0,1644500,4329000,2.632
2021-08-10,57.1,1644500,3537500,2.151
2021-08-11,56.69,1287500,2917000,2.266
2021-08-12,57.36,1644500,3019000,1.836
2021-08-13,55.6,1325500,3612500,2.725
2021-08-16,57.18,1644500,2569000,1.562
2021-08-17,57.4,1644500,3481000,2.117
2021-08-18,57.7,1287500,2927000,2.273
2021-08-19,55.81,1644500,3135500,1.907
2021-08-20,54.4,1325500,2999000,2.263
2021-08-23,55.95,1644500,3130500,1.904
2021-08-24,55.72,1644500,2649500,1.611
2021-08-25,56.63,1300500,3291000,2.531
2021-08-26,55.61,1644500,3116500,1.895
2021-08-27,57.51,1328500,1937000,1.458
2021-08-31,60.11,1759500,3321500,1.888
2021-09-01,61.29,2066500,4214000,2.039
2021-09-03,61.25,1805000,3267500,1.81
2021-09-06,62.87,2515500,5087500,2.022
2021-09-07,61.71,2515500,3626000,1.441
2021-09-08,61.93,2066500,3857000,1.866
2021-09-09,61.98,2515500,4100500,1.63
2021-09-10,61.85,1805000,3300500,1.829
2021-09-13,61.91,2515500,3506500,1.394
2021-09-14,61.51,2515500,3808500,1.514
2021-09-15,60.32,2066500,3627500,1.755
2021-09-16,59.89,2515500,3911000,1.555
2021-09-17,59.6,1805000,2550500,1.413
2021-09-20,58.56,2524000,4125500,1.635
2021-09-21,60.31,2515500,5281000,2.099
2021-09-22,60.02,2066500,3708000,1.794
2021-09-23,59.45,2515500,3922000,1.559
2021-09-24,61.24,1805000,3308000,1.833
2021-09-27,64.0,2515500,2849000,1.133
2021-09-28,65.0,2515500,3098500,1.232
2021-09-29,61.83,2066500,2235000,1.082
2021-09-30,61.37,2515500,3819500,1.518
2021-10-01,62.04,1805000,3180500,1.762
2021-10-04,63.56,2515500,3721500,1.479
2021-10-05,63.66,2515500,3759500,1.495
2021-10-06,61.36,2066500,3111500,1.506
2021-10-07,58.99,2515500,4381000,1.742
2021-10-08,59.92,1805000,3395000,1.881
2021-10-11,59.33,2515500,4022500,1.599
2021-10-12,58.86,2515500,3878500,1.542
2021-10-13,59.63,2066500,2988500,1.446
2021-10-14,59.43,2515500,3940500,1.566
2021-10-15,61.01,1805000,3750500,2.078
2021-10-18,58.85,2515500,3974000,1.58
2021-10-19,57.58,2515500,4282500,1.702
2021-10-20,56.0,2066500,3466500,1.677
2021-10-21,57.1,2515500,4526000,1.799
2021-10-22,59.5,1805000,3484000,1.93
2021-10-25,58.94,2515500,3830000,1.523
2021-10-26,58.96,2515500,4034500,1.604
2021-10-27,58.92,2066500,3642500,1.763
2021-10-28,58.93,2515500,4541500,1.805
2021-10-29,59.4,1805000,3753500,2.08
2021-11-01,59.98,2515500,4013000,1.595
2021-11-02,57.8,2515500,4070500,1.618
2021-11-03,59.78,2066500,2829500,1.369
2021-11-04,59.81,2515500,4108500,1.633
2021-11-05,61.05,1805000,3073500,1.703
2021-11-08,60.06,2515500,3420500,1.36
2021-11-09,60.11,2515500,3121500,1.241
2021-11-10,60.25,2066500,2858000,1.383
2021-11-11,62.31,2515500,4037000,1.605
2021-11-12,63.53,1805000,3117000,1.727
2021-11-15,64.4,2515500,4180000,1.662
2021-11-16,67.5,2515500,4188000,1.665
2021-11-17,67.14,2066500,2879000,1.393
2021-11-18,66.51,2515500,3720500,1.479
2021-11-19,69.21,1805000,2883500,1.598
2021-11-22,69.7,2515500,3937000,1.565
2021-11-23,69.88,2515500,3664000,1.457
2021-11-24,69.51,2066500,2399500,1.161
2021-11-25,72.15,2515500,3083000,1.226
2021-11-26,71.95,1805000,3104000,1.72
2021-11-29,74.48,2515500,3329500,1.324
2021-11-30,74.82,2515500,3600500,1.431
2021-12-01,76.38,2066500,3410000,1.65
2021-12-02,77.1,2515500,3755000,1.493
2021-12-03,78.76,1805000,3398000,1.883
2021-12-06,80.0,2515500,4563000,1.814
2021-12-07,82.87,2515500,4083000,1.623
2021-12-08,87.45,2066500,2853000,1.381
2021-12-09,84.93,2515500,3489000,1.387
2021-12-10,79.83,1805000,2306000,1.278
2021-12-13,85.0,2515500,3697000,1.47
2021-12-14,79.99,2515500,3014500,1.198
2021-12-15,79.29,2074000,2346000,1.131
2021-12-16,80.5,2515500,3296500,1.31
2021-12-17,82.25,1807500,2606000,1.442
2021-12-20,74.57,2542500,3082000,1.212
2022-01-10,82.71,2449000,3104000,1.267
2022-01-11,81.9,2449000,3970500,1.621
2022-01-13,79.05,2449000,3136000,1.281
2022-01-14,81.52,1944000,2355500,1.212
2022-01-17,80.21,2449000,3466000,1.415
2022-01-18,79.22,2449000,3719500,1.519
2022-01-19,80.7,2658000,3996000,1.503
2022-01-20,80.8,2449000,4639500,1.894
2022-01-21,84.03,1944000,3068500,1.578
2022-01-24,85.75,2449000,3669500,1.498
2022-01-25,84.48,2449000,3813500,1.557
2022-01-27,88.51,2449000,3234000,1.321
2022-01-28,89.25,1944000,2527500,1.3
2022-01-31,88.03,2449000,2920500,1.193
2022-02-02,91.61,2658000,2991500,1.125
2022-02-03,92.65,3062000,3552500,1.16
2022-02-04,94.65,1944000,3665000,1.885
2022-02-07,93.5,3062000,4206500,1.374
2022-02-08,97.51,3062000,4735500,1.547
2022-02-10,90.6,3059000,3742000,1.223
2022-02-11,89.98,1944000,3015500,1.551
2022-02-14,90.73,2449000,2941000,1.201
2022-02-15,90.35,2449000,3005500,1.227
2022-02-16,88.05,2658000,2992000,1.126
2022-02-17,87.5,2449000,3570000,1.458
2022-02-18,87.65,1944000,3175000,1.633
2022-02-21,87.99,2449000,3855500,1.574
2022-02-22,88.4,2449000,3701500,1.511
2022-02-23,92.8,1108500,2375500,2.143
2022-02-24,88.0,2449000,3223000,1.316
2022-02-25,86.9,1944000,2743500,1.411
2022-02-28,80.92,2449000,3112000,1.271
2022-03-01,79.96,2449000,3573000,1.459
2022-03-03,63.87,2449000,5535000,2.26
2022-03-04,67.22,1944000,4908500,2.525
2022-03-07,57.91,2449000,5852500,2.39
2022-03-08,62.01,2449000,5470000,2.234
2022-03-10,70.04,2449000,6437500,2.629
2022-03-11,76.5,1944000,6001500,3.087
2022-03-14,78.6,2449000,5636000,2.301
2022-03-15,75.55,2449000,4723000,1.929
2022-03-16,75.25,3322500,6506000,1.958
2022-03-17,76.87,2449000,6609500,2.699
2022-03-18,79.21,1944000,4063500,2.09
2022-03-21,77.76,2506500,5761500,2.299
2022-03-22,79.05,2506500,4971000,1.983
2022-03-24,76.15,2507500,4753000,1.896
2022-03-25,78.5,1944000,5028000,2.586
2022-03-28,80.76,2506500,6232000,2.486
2022-03-29,80.51,2506500,5750500,2.294
2022-03-30,77.22,3322500,6254000,1.882
2022-03-31,79.25,2506500,5863500,2.339
2022-04-01,78.0,1944000,3985500,2.05
2022-04-04,77.5,2506500,6633500,2.647
2022-04-05,78.33,2506500,6060500,2.418
2022-04-07,77.13,2506500,6988000,2.788
2022-04-08,80.21,1944000,5456000,2.807
2022-04-11,79.02,2506500,5676500,2.265
2022-04-12,77.36,2506500,6079000,2.425
2022-04-13,77.27,3322500,6624500,1.994
2022-04-14,78.8,2506500,6051500,2.414
2022-04-19,79.4,2506500,5279000,2.106
2022-04-21,85.9,2506500,5188000,2.07
2022-04-22,87.4,1944000,5370500,2.763
2022-04-25,85.81,2506500,4820000,1.923
2022-04-26,83.43,2506500,5053000,2.016
2022-04-27,79.99,3322500,5904000,1.777
2022-04-28,80.55,2506500,4562500,1.82
2022-04-29,82.86,1944000,5214000,2.682
2022-05-02,82.84,2506500,6389500,2.549
2022-05-03,84.25,2506500,7303000,2.914
2022-05-05,87.8,2506500,5596000,2.233
2022-05-06,90.77,1944000,4969000,2.556
2022-05-09,90.11,2506500,5584500,2.228
2022-05-10,86.5,2506500,5591500,2.231
2022-05-11,89.0,2658000,6399000,2.407
2022-05-12,86.95,2506500,5206000,2.077
2022-05-13,88.75,1944000,4524500,2.327
2022-05-16,88.81,2506500,5679000,2.266
2022-05-17,90.33,2506500,5247000,2.093
2022-05-19,82.28,2506500,6186500,2.468
2022-05-20,81.15,1944000,5655500,2.909
2022-05-23,78.96,2506500,5732500,2.287
2022-05-24,78.88,2506500,5188000,2.07
2022-05-25,80.43,2658000,5782000,2.175
2022-05-30,83.75,2506500,6162000,2.458
2022-05-31,83.63,2506500,5465500,2.181
2022-06-07,81.69,2295500,5522000,2.406
2022-06-08,79.11,2658000,5964000,2.244
2022-06-09,80.21,2295500,5532500,2.41
2022-06-10,80.73,1944000,4595500,2.364
2022-06-13,80.1,2295500,5668000,2.469
2022-06-14,82.31,2295500,5735500,2.499
2022-06-16,85.95,2295500,5180500,2.257
2022-06-17,83.0,1944000,4873500,2.507
2022-06-20,83.51,2295500,4612500,2.009
2022-06-21,84.26,2295500,5109000,2.226
2022-06-22,83.06,2658000,4813000,1.811
2022-06-23,81.07,2295500,4041000,1.76
2022-06-24,82.9,1944000,4500500,2.315
2022-06-27,83.01,2295500,5770500,2.514
2022-06-28,84.54,2296500,5911000,2.574
2022-06-30,88.02,2295500,5914500,2.577
2022-07-01,88.22,1944000,4056500,2.087
2022-07-04,84.34,2295500,4946000,2.155
2022-07-05,83.38,2295500,5578000,2.43
2022-07-06,82.63,2658000,5634500,2.12
2022-07-07,83.36,2295500,5486500,2.39
2022-07-08,82.63,1944000,4718000,2.427
2022-07-11,83.4,2295500,5351000,2.331
2022-07-12,83.89,2295500,4977500,2.168
2022-07-14,83.0,2295500,5102500,2.223
2022-07-15,83.71,1944000,2736000,1.407
2022-07-18,83.33,2295500,4714500,2.054
2022-07-19,83.61,2295500,5050500,2.2
2022-07-20,81.22,2658000,4902000,1.844
2022-07-21,77.6,2295500,3735000,1.627
2022-07-22,78.06,1944000,4379000,2.253
2022-07-25,76.09,2295500,6461000,2.815
2022-07-26,76.51,2295500,5784500,2.52
2022-07-28,77.08,2295500,5492000,2.393
2022-07-29,77.96,1944000,4570000,2.351
2022-08-01,79.5,1146500,4318500,3.767
2022-08-02,80.51,1146500,3964500,3.458
2022-08-03,83.45,1329000,4807500,3.617
2022-08-04,83.81,1146500,3642000,3.177
2022-08-05,84.5,972000,2383000,2.452
2022-08-08,84.6,1146500,4141000,3.612
2022-08-09,84.06,1146500,4066000,3.546
2022-08-11,86.35,1146500,3863000,3.369
2022-08-12,87.3,972000,3204000,3.296
2022-08-15,89.5,1146500,3180000,2.774
2022-08-16,90.64,1146500,3591500,3.133
2022-08-17,94.07,1329000,3595500,2.705
2022-08-18,94.0,1146500,4051500,3.534
2022-08-19,96.87,972000,2810000,2.891
2022-08-22,97.5,1146500,3565500,3.11
2022-08-23,92.52,1146500,3161500,2.758
2022-08-25,89.3,1146500,3756000,3.276
2022-08-26,89.56,982000,1940000,1.976
2022-08-29,88.81,1146500,3253000,2.837
2022-08-30,85.13,1295500,3140000,2.424
2022-08-31,78.96,1334500,3447000,2.583
2022-09-01,77.01,2510500,4576500,1.823
2022-09-02,78.41,1861500,2933500,1.576
2022-09-05,73.75,2510500,5335000,2.125
2022-09-06,71.05,2510500,5663000,2.256
2022-09-09,65.21,1861500,4143000,2.226
2022-09-12,65.96,2510500,5241500,2.088
2022-09-13,70.48,2510500,4820000,1.92
2022-09-14,68.29,3101500,5838500,1.882
2022-09-15,70.84,2510500,3550500,1.414
2022-09-16,71.0,1861500,3102500,1.667
2022-09-19,71.11,2510500,6251000,2.49
2022-09-20,70.38,2510500,5304500,2.113
2022-09-21,70.39,929000,2724000,2.932
2022-09-22,69.88,2511500,4229000,1.684
2022-09-23,67.56,1861500,2958000,1.589
2022-09-26,66.02,2510500,4546500,1.811
2022-09-27,67.7,2510500,4831500,1.925
2022-09-28,64.71,3101500,4663000,1.503
2022-09-29,64.7,2510500,4296000,1.711
2022-09-30,66.87,1861500,3037500,1.632
2022-10-03,64.45,2510500,4440500,1.769
2022-10-04,66.17,2510500,3528500,1.405
2022-10-06,65.76,2510500,6652500,2.65
2022-10-07,67.52,1861500,3768500,2.024
2022-10-10,67.01,2510500,4884000,1.945
2022-10-11,66.34,2510500,5030500,2.004
2022-10-12,65.76,3101500,7662500,2.471
2022-10-13,66.65,2510500,6003500,2.391
2022-10-14,67.7,1861500,5928500,3.185
2022-10-17,66.25,2510500,5754000,2.292
2022-10-18,67.11,2510500,6788500,2.704
2022-10-20,67.01,2510500,6175500,2.46
2022-10-21,67.9,1861500,4923500,2.645
2022-10-24,68.02,2510500,5385500,2.145
2022-10-25,74.17,2510500,5010500,1.996
2022-10-26,76.51,3101500,7930500,2.557
2022-10-27,77.1,2510500,4882000,1.945
2022-10-28,80.76,1861500,4441000,2.386
2022-10-31,78.69,2510500,6271500,2.498
2022-11-01,78.76,2510500,4376500,1.743
2022-11-03,76.63,2510500,4429000,1.764
2022-11-04,78.14,1861500,4360000,2.342
2022-11-07,76.75,2510500,6263500,2.495
2022-11-08,76.02,2510500,4924000,1.961
2022-11-09,75.35,3101500,5108000,1.647
2022-11-10,71.62,2510500,5622000,2.239
2022-11-11,73.33,1861500,4295000,2.307
2022-11-14,74.85,2510500,4926000,1.962
2022-11-15,74.93,2510500,4354000,1.734
2022-11-17,73.31,2510500,4054500,1.615
2022-11-18,72.22,1861500,4667000,2.507
2022-11-21,73.36,2510500,5503000,2.192
2022-11-22,73.54,2510500,5360500,2.135
2022-11-23,74.08,3101500,7498500,2.418
2022-11-24,76.64,2510500,5707000,2.273
2022-11-25,79.36,1861500,3688000,1.981
2022-11-28,77.61,2510500,5072000,2.02
2022-11-29,78.88,2510500,5626000,2.241
2022-12-01,86.11,2510500,5094000,2.029
2022-12-02,85.21,1861500,4229000,2.272
2022-12-05,85.69,2510500,5270000,2.099
2022-12-06,86.48,2510500,5577500,2.222
2022-12-07,87.0,3102500,3691000,1.19
2022-12-08,87.91,2510500,4895000,1.95
2022-12-09,88.26,1861500,4285000,2.302
2022-12-12,88.35,2510500,5522500,2.2
2022-12-13,89.01,2510500,4993500,1.989
2022-12-15,86.16,2510500,4378500,1.744
2022-12-16,83.41,1865500,4316500,2.314
2022-12-19,84.1,2568500,3235500,1.26
2023-01-09,75.27,2409000,5528000,2.295
2023-01-10,78.61,2409000,4746000,1.97
2023-01-12,76.8,2409000,5310500,2.204
2023-01-13,76.42,1939500,4099500,2.114
2023-01-16,75.05,2409000,4485000,1.862
2023-01-17,75.04,2409000,5445000,2.26
2023-01-18,76.25,2676000,5482500,2.049
2023-01-19,82.06,2409000,5558000,2.307
2023-01-20,81.01,1939500,3200500,1.65
2023-01-23,81.52,2409000,4537500,1.884
2023-01-24,80.88,2409000,4976500,2.066
2023-01-26,83.51,2409000,4418000,1.834
2023-01-27,86.71,1939500,4815000,2.483
2023-01-30,85.2,2409000,5670000,2.354
2023-01-31,86.68,2409000,4592500,1.906
2023-02-01,91.91,2676000,4989000,1.864
2023-02-02,93.5,2409000,4896000,2.032
2023-02-03,91.15,1939500,4483000,2.311
2023-02-06,91.78,2409000,4265500,1.771
2023-02-07,87.52,2409000,4837500,2.008
2023-02-09,87.36,2409000,5984000,2.484
2023-02-10,89.7,1939500,3960500,2.042
2023-02-13,88.86,2409000,4145000,1.721
2023-02-14,89.96,2409000,5068000,2.104
2023-02-15,87.75,2676000,4761500,1.779
2023-02-16,92.85,2409000,4047000,1.68
2023-02-17,93.69,1939500,3632000,1.873
2023-02-20,93.73,2409000,5066500,2.103
2023-02-21,95.35,2409000,4925500,2.045
2023-02-23,93.26,2409000,5116000,2.124
2023-02-24,95.83,1939500,4815000,2.483
2023-02-27,95.12,2409000,5194500,2.156
2023-02-28,96.33,2409000,4744000,1.969
2023-03-01,95.89,2676000,4793000,1.791
2023-03-02,93.25,2409000,5023000,2.085
2023-03-03,88.81,1939500,4221500,2.177
2023-03-06,91.01,2409000,4995000,2.073
2023-03-07,91.56,2409000,4914500,2.04
2023-03-09,95.43,2409000,3113000,1.292
2023-03-10,95.16,1939500,4187000,2.159
2023-03-13,94.36,2409000,4318500,1.793
2023-03-14,92.34,2409000,2806000,1.165
2023-03-15,90.31,2676000,5163000,1.929
2023-03-16,83.25,2409000,4241000,1.76
2023-03-17,86.5,1939500,4831000,2.491
2023-03-20,82.46,2409000,4699000,1.951
2023-03-21,87.14,2409000,5542000,2.301
2023-03-23,88.27,2410500,4671500,1.938
2023-03-24,88.09,1939500,3889000,2.005
2023-03-27,85.18,2409000,4242500,1.761
2023-03-28,86.54,2409000,4332500,1.798
2023-03-29,87.16,2676000,4904000,1.833
2023-03-30,87.42,2409000,4550500,1.889
2023-03-31,88.61,1939500,4510000,2.325
2023-04-03,89.82,2409000,5066000,2.103
2023-04-04,94.12,2409000,4963500,2.06
2023-04-06,94.3,2409000,5388000,2.237
2023-04-11,95.52,2409000,4981000,2.068
2023-04-12,93.9,2676000,4696000,1.755
2023-04-13,90.51,2409000,4811000,1.997
2023-04-14,92.3,1939500,4574000,2.358
2023-04-17,90.55,2409000,5372000,2.23
2023-04-18,90.55,2409000,4847000,2.012
2023-04-20,90.68,2409000,4945000,2.053
2023-04-21,88.6,1939500,4217000,2.174
2023-04-24,85.7,2409000,4492500,1.865
2023-04-25,84.73,2409000,4496000,1.866
2023-04-26,83.31,2676000,5081000,1.899
2023-04-27,85.0,2409000,5339500,2.216
2023-04-28,84.0,1939500,4195000,2.163
2023-05-02,83.24,2409000,4539000,1.884
2023-05-04,82.23,2409000,5974500,2.48
2023-05-05,84.38,1939500,4584500,2.364
2023-05-08,82.99,2409000,5284500,2.194
2023-05-09,83.84,2409000,4904500,2.036
2023-05-10,85.85,2676000,6129500,2.291
2023-05-11,86.75,2409000,4453000,1.848
2023-05-12,86.67,1939500,5235000,2.699
2023-05-15,85.7,2409000,4187000,1.738
2023-05-16,85.05,2409000,4385000,1.82
2023-05-22,85.2,2409000,5437500,2.257
2023-05-23,84.32,2409000,4486000,1.862
2023-05-24,83.0,2676000,4439500,1.659
2023-05-25,81.12,2409000,4618500,1.917
2023-05-26,81.11,1939500,4559500,2.351
2023-05-30,79.79,2409000,4781500,1.985
2023-06-01,78.62,2409000,5249500,2.179
2023-06-02,78.2,1939500,4460000,2.3
2023-06-05,78.55,2409000,4760000,1.976
2023-06-06,80.07,2409000,4098000,1.701
2023-06-07,78.25,2676000,4992500,1.866
2023-06-08,81.54,2409000,4342500,1.803
2023-06-09,83.11,1939500,4144500,2.137
2023-06-12,83.45,2409000,4874500,2.023
2023-06-13,86.44,2409000,4947000,2.054
2023-06-15,91.67,2409000,4894000,2.032
2023-06-16,89.3,1939500,3927500,2.025
2023-06-19,90.16,2409000,4839000,2.009
2023-06-20,91.55,2409000,5021500,2.084
2023-06-21,90.35,2676000,4250000,1.588
2023-06-22,87.11,2409000,4468000,1.855
2023-06-23,88.9,1939500,4403500,2.27
2023-06-26,86.01,2409000,4358500,1.809
2023-06-27,85.35,2410000,4791500,1.988
2023-06-29,86.6,2409000,5100500,2.117
2023-06-30,85.31,1939500,3617000,1.865
2023-07-03,87.11,2658000,5230000,1.968
2023-07-04,85.0,2658000,4973500,1.871
2023-07-05,84.84,2676000,5310000,1.984
2023-07-06,84.18,2658000,4660500,1.753
2023-07-07,84.82,1939500,4313500,2.224
2023-07-10,85.0,2658000,5041500,1.897
2023-07-11,83.62,2658000,5353500,2.014
